original_title,release_date,genres,keywords,actors,director
Extraction,2020-04-23,"['Action', 'Thriller']","['drug dealer', 'mercenary', 'crime boss', 'mumbai (bombay), india', 'rescue mission', 'based on comic', 'based on graphic novel', 'child kidnapping', 'dhaka (dacca), bangladesh']","['Chris Hemsworth', 'Rudhraksh Jaiswal', 'Randeep Hooda', 'Golshifteh Farahani', 'Pankaj Tripathi', 'David Harbour', 'Bryon Lerum', 'Ryder Lerum', 'Shivam Vichare', 'Piyush Khati']",Anthony Russo
Independence Day: Resurgence,2016-06-22,"['Action', 'Adventure', 'Science Fiction']","['alien', 'alien invasion']","['Liam Hemsworth', 'Jeff Goldblum', 'Jessie T. Usher', 'Bill Pullman', 'Maika Monroe', 'Travis Tope', 'AngelaBaby', 'Charlotte Gainsbourg', 'Judd Hirsch', 'William Fichtner']",Roland Emmerich
What Happened to Monday,2017-08-18,"['Science Fiction', 'Thriller', 'Drama', 'Mystery', 'Action']","['chase', 'dystopia', 'investigation', 'fake identity', 'overpopulation', 'betrayal', 'conspiracy', 'execution', 'alternative reality', 'population control', 'secrecy', 'septuplets', '2070s', 'suspenseful', 'intense', 'authoritarian']","['Noomi Rapace', 'Glenn Close', 'Willem Dafoe', 'Marwan Kenzari', 'Christian Rubeck', 'Pål Sverre Hagen', 'Tomiwa Edun', 'Cassie Clare', 'Cameron Jack', 'Clara Read']",Tommy Wirkola
Bolt,2008-11-21,"['Animation', 'Family', 'Adventure', 'Comedy']","['hamster', 'human animal relationship', 'talking dog', 'animals', 'cat vs dog', 'duringcreditsstinger', 'talking cat', 'pets', 'dog cat friendship', 'animal lead']","['John Travolta', 'Susie Essman', 'Mark Walton', 'Malcolm McDowell', 'Miley Cyrus', 'James Lipton', 'Greg Germann', 'Diedrich Bader', 'Nick Swardson', 'J.P. Manoux']",Chris Williams
Enola Holmes,2020-09-23,"['Adventure', 'Mystery', 'Crime']","['based on novel or book', 'detective', 'child prodigy', 'victorian england', 'female protagonist', 'period drama', 'female detective', 'runaway teen', 'books', 'mother daughter relationship', 'brother sister relationship', 'detectives', 'sherlock holmes', 'childish love interest', 'indifferent']","['Millie Bobby Brown', 'Henry Cavill', 'Sam Claflin', 'Helena Bonham Carter', 'Louis Partridge', 'Adeel Akhtar', 'Fiona Shaw', 'Frances de la Tour', 'Burn Gorman', 'Susan Wokoma']",Harry Bradbeer
Kung Fu Panda 3,2016-01-23,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']","['martial arts', 'kung fu', 'china', 'fighter', 'village', 'villain', 'sequel', 'panda', 'anthropomorphism', 'dragon', 'wuxia', 'woman director']","['Jack Black', 'Bryan Cranston', 'Dustin Hoffman', 'Angelina Jolie', 'J.K. Simmons', 'Jackie Chan', 'Seth Rogen', 'Lucy Liu', 'David Cross', 'Kate Hudson']",Jennifer Yuh Nelson
Spy,2015-05-06,"['Action', 'Comedy', 'Crime']","['central intelligence agency (cia)', 'budapest, hungary', 'paris, france', 'undercover agent', 'rome, italy', 'spy', 'arms dealer', 'bulgaria', 'disaster', 'nuclear bomb', 'female spy', 'heiress', 'bumbling', 'aftercreditsstinger', 'duringcreditsstinger', 'analyst', 'spycraft', 'beauty vs brains', 'handler', 'special assignment']","['Melissa McCarthy', 'Rose Byrne', 'Jason Statham', 'Jude Law', 'Miranda Hart', 'Allison Janney', 'Bobby Cannavale', 'Peter Serafinowicz', 'Morena Baccarin', 'Raad Rawi']",Paul Feig
Space Jam,1996-11-15,"['Family', 'Animation', 'Comedy', 'Science Fiction', 'Adventure', 'Fantasy']","['sports', 'cartoon', 'villain', 'basketball', 'slapstick comedy', 'alien', 'doctor', 'cartoon cat', 'basketball team', 'referee', 'cartoon chicken', 'cartoon skunk', 'live action and animation', 'looney', 'space jam', 'actor playing themself', 'anthropomorphic']","['Michael Jordan', 'Wayne Knight', 'Theresa Randle', 'Manner Washington', 'Eric Gordon', 'Penny Bae Bridges', 'Brandon Hammond', 'Larry Bird', 'Bill Murray', 'Thom Barry']",Joe Pytka
Blade,1998-08-21,"['Horror', 'Action']","['martial arts', 'hero', 'vampire', 'superhero', 'supernatural', 'based on comic', 'rivalry', 'vampire hunter (slayer)', 'sword fight', 'revenge', 'tragic hero', 'one man army', 'martial arts master', 'scientist', 'super power', 'blade', 'taunting', 'secret headquarters', 'escapade', 'deadly', 'master warrior', 'urban gothic', 'good versus evil']","['Wesley Snipes', 'Stephen Dorff', 'Kris Kristofferson', ""N'Bushe Wright"", 'Donal Logue', 'Udo Kier', 'Arly Jover', 'Traci Lords', 'Kevin Patrick Walls', 'Tim Guinee']",Stephen Norrington
Fantastic Four,2015-08-05,"['Action', 'Adventure', 'Science Fiction']","['teleportation', 'superhero', 'transformation', 'telekinesis', 'portal', 'based on comic', 'superhero team', 'fantastic four', 'invisible person']","['Miles Teller', 'Michael B. Jordan', 'Kate Mara', 'Jamie Bell', 'Toby Kebbell', 'Reg E. Cathey', 'Tim Blake Nelson', 'Joshua Montes', 'Dan Castellaneta', 'Owen Judge']",Matthew Vaughn
Van Helsing,2004-05-03,"['Horror', 'Adventure', 'Action']","['transylvania', 'vampire', 'vatican', 'bite', 'castle', 'steampunk', 'werewolf', 'gothic horror', 'van helsing', 'notre dame cathedral', '19th century', 'mr. hyde', 'frankenstein', 'dracula', 'fantasy', 'depressing', 'hum']","['Hugh Jackman', 'Kate Beckinsale', 'Richard Roxburgh', 'David Wenham', 'Shuler Hensley', 'Elena Anaya', 'Will Kemp', ""Kevin J. O'Connor"", 'Alun Armstrong', 'Silvia Colloca']",Artist W. Robinson
The Karate Kid,2010-06-10,"['Action', 'Adventure', 'Drama', 'Family']","['martial arts', 'duringcreditsstinger', 'karate kid', 'the karate kid', 'intense', 'pretentious', 'straightforward', 'tragic']","['Jaden Smith', 'Jackie Chan', 'Taraji P. Henson', 'Wenwen Han', 'Wang ZhenWei', 'Yu Rongguang', 'Wu Zhensu', 'Zhiheng Wang', 'Wang Ji', 'Tess Liu']",Harald Zwart
Flight,2012-11-02,['Drama'],"['airplane', 'confession', 'investigation', 'pilot', 'emergency landing', 'flight', 'alcoholism', 'f word', 'hangover', 'airplane accident', 'airplane crash', 'syringe', 'denial', 'baseball stadium', 'perjury', 'national transportation safety board', 'flying upside down', 'narcissist', 'relapse', 'substance abuse', 'hard', 'cautionary', 'inspirational', 'dramatic']","['Denzel Washington', 'Don Cheadle', 'Kelly Reilly', 'John Goodman', 'Bruce Greenwood', 'Brian Geraghty', 'Tamara Tunie', 'Nadine Velazquez', 'Peter Gerety', 'Garcelle Beauvais']",Robert Zemeckis
The Devil's Advocate,1997-10-17,"['Drama', 'Mystery', 'Thriller', 'Horror']","['child abuse', 'southern usa', 'marriage crisis', 'obsession', 'bible', 'seduction', 'hallucination', ""devil's son"", 'ambition', 'pact with the devil', 'crooked lawyer', 'satan', 'evil spirit', 'lust', 'courtroom', 'temptation', 'law firm', 'manhattan, new york city', 'seven deadly sins', 'ethics', 'reflective', 'anxious', 'legal thriller', 'cautionary', 'callous', 'enchant']","['Keanu Reeves', 'Al Pacino', 'Charlize Theron', 'Jeffrey Jones', 'Judith Ivey', 'Connie Nielsen', 'Craig T. Nelson', 'Tamara Tunie', 'Ruben Santiago-Hudson', 'Debra Monk']",Taylor Hackford
The Babadook,2014-05-22,"['Drama', 'Horror']","['monster', 'nightmare', 'parent child relationship', 'dysfunctional family', 'sleeplessness', 'gay interest', 'single mother', 'grieving', 'woman director', 'death of spouse', 'self delusion', 'self created problems', 'behavioral disorders', 'adelaide australia']","['Essie Davis', 'Noah Wiseman', 'Hayley McElhinney', 'Daniel Henshall', 'Barbara West', 'Ben Winspear', 'Cathy Adamek', 'Craig Behenna', 'Hachi', 'Tim Purcell']",Jennifer Kent
Cloudy with a Chance of Meatballs,2009-09-17,"['Animation', 'Comedy', 'Family']","['inventor', 'weather', 'food', ""based on children's book""]","['Bill Hader', 'Anna Faris', 'James Caan', 'Andy Samberg', 'Bruce Campbell', 'Mr. T', ""Bobb'e J. Thompson"", 'Benjamin Bratt', 'Neil Patrick Harris', 'Al Roker']",Will Gluck
Uncharted,2022-02-10,"['Action', 'Adventure']","['lighter', 'treasure hunt', 'treasure map', 'based on video game', 'lost treasure', 'duringcreditsstinger', 'missing relative', 'assertive']","['Tom Holland', 'Mark Wahlberg', 'Sophia Ali', 'Tati Gabrielle', 'Antonio Banderas', 'Steven Waddington', 'Rudy Pankow', 'Tiernan Jones', 'Pingi Moli', 'Jesús Evita']",Mathias Datow
Red Sparrow,2018-02-28,"['Thriller', 'Mystery']","['central intelligence agency (cia)', 'sexual abuse', 'budapest, hungary', 'based on novel or book', 'self sacrifice', 'spy', 'patriotism', 'seduction', 'training', 'double agent', 'chechnya', 'hospital', 'torture', 'mole', 'female spy', 'mortal danger', 'deceit', 'uncle niece relationship', 'american embassy', 'moscow, russia', 'russian spy', 'hopeless', 'spy thriller', 'bolshoi ballet', 'ballet performance', 'secret code', 'prima ballerina', 'mother daughter relationship', 'theatre', 'asset', 'home health aide', 'secret meeting', 'gorky park']","['Jennifer Lawrence', 'Joel Edgerton', 'Matthias Schoenaerts', 'Charlotte Rampling', 'Jeremy Irons', 'Ciarán Hinds', 'Joely Richardson', 'Mary-Louise Parker', 'Bill Camp', 'Douglas Hodge']",Francis Lawrence
Ghost Rider,2007-01-15,"['Thriller', 'Action', 'Fantasy']","['dying and death', 'religion and supernatural', 'superhero', 'possession', ""devil's son"", 'stunt', 'flame', 'stuntman', 'one-man show', 'based on comic', 'soul selling', 'fallen angel', 'motorcycle', 'devil', 'person on fire', 'demon', 'first love', 'news reporter', 'stunt riding', 'supernatural horror', 'tortured soul', 'lost souls', 'deal with the devil']","['Nicolas Cage', 'Eva Mendes', 'Sam Elliott', 'Wes Bentley', 'Peter Fonda', 'Matt Long', 'Brett Cullen', 'Raquel Alessi', 'Donal Logue', 'Tony Ghosthawk']",Ryan Nicholson
The Conjuring: The Devil Made Me Do It,2021-05-25,"['Horror', 'Mystery', 'Thriller']","['supernatural', 'exorcism', 'connecticut', 'sequel', 'paranormal investigation', '1980s', 'somber', 'religious horror', 'the conjuring universe', 'frightened']","['Patrick Wilson', 'Vera Farmiga', ""Ruairí O'Connor"", 'Sarah Catherine Hook', 'Julian Hilliard', 'John Noble', 'Eugenie Bondurant', 'Shannon Kook', 'Ronnie Gene Blevins', 'Keith Arthur Bolden']",James Wan
The Magnificent Seven,2016-09-14,"['Adventure', 'Action', 'Western']",['remake'],"['Denzel Washington', 'Chris Pratt', 'Ethan Hawke', ""Vincent D'Onofrio"", 'Lee Byung-hun', 'Manuel Garcia-Rulfo', 'Martin Sensmeier', 'Peter Sarsgaard', 'Haley Bennett', 'Matt Bomer']",Antoine Fuqua
Central Intelligence,2016-06-16,"['Action', 'Comedy', 'Crime', 'Mystery']","['central intelligence agency (cia)', 'espionage', 'spy', 'office', 'school', 'high school reunion', 'accountant', 'matter of fact']","['Dwayne Johnson', 'Kevin Hart', 'Amy Ryan', 'Danielle Nicolet', 'Jason Bateman', 'Aaron Paul', 'Ryan Hansen', 'Tim Griffin', 'Timothy John Smith', 'Sione Kelepi']",Rawson Marshall Thurber
Meet the Parents,2000-10-06,"['Comedy', 'Romance']","['daughter', 'central intelligence agency (cia)', 'airplane', 'airport', 'nurse', 'cat', 'orderly', 'father-in-law', 'epistaxis', 'lost baggage', 'urn', 'pavilion', 'volleyball', 'hospital', 'wedding']","['Ben Stiller', 'Robert De Niro', 'Teri Polo', 'Blythe Danner', 'Nicole DeHuff', 'Jon Abrahams', 'Owen Wilson', 'James Rebhorn', 'Tom McCarthy', 'Phyllis George']",Jay Roach
From Dusk Till Dawn,1996-01-19,"['Horror', 'Action', 'Thriller', 'Crime']","['dancing', 'showdown', 'sheriff', 'sibling relationship', 'vampire', 'bank robber', 'holy water', 'siege', 'stripper', 'priest', 'bank robbery', 'preacher', 'hostage situation', 'crucifix', 'recreational vehicle', 'mexican american border', 'female stripping', 'boa constrictor', 'loss of faith', 'foot fetish', 'killer on the run', 'barefoot', 'witty']","['George Clooney', 'Harvey Keitel', 'Juliette Lewis', 'Ernest Liu', 'Salma Hayek Pinault', 'Cheech Marin', 'Danny Trejo', 'Tom Savini', 'Fred Williamson', 'Michael Parks']",Quentin Tarantino
Training Day,2001-10-05,"['Action', 'Crime', 'Drama']","['drug dealer', 'california', 'police brutality', 'poker', 'bratva (russian mafia)', 'war on drugs', 'drug trafficking', 'police corruption', 'los angeles, california', 'gang member', 'rookie cop', 'narcotics cop', 'mexican american', 'barrio', 'cholo', 'neo-noir']","['Denzel Washington', 'Ethan Hawke', 'Scott Glenn', 'Tom Berenger', 'Harris Yulin', 'Raymond J. Barry', 'Cliff Curtis', 'Dr. Dre', 'Snoop Dogg', 'Macy Gray']",Antoine Fuqua
Stand by Me,1986-08-08,"['Crime', 'Drama']","['friendship', 'based on novel or book', 'leech', 'affectation', 'bullying', 'road trip', 'oregon, usa', 'coming of age', 'nostalgic', 'railroad track', 'story within the story', 'flipping coin', 'campfire story', 'pie eating', 'told in flashback', 'child', '1950s', 'boys', 'coin toss', 'sentimental', 'admiring', 'familiar']","['Wil Wheaton', 'River Phoenix', 'Corey Feldman', ""Jerry O'Connell"", 'Kiefer Sutherland', 'Casey Siemaszko', 'Gary Riley', 'Bradley Gregg', 'Jason Oliver', 'Marshall Bell']",Carol D. Bonnefil
Sweeney Todd: The Demon Barber of Fleet Street,2007-12-20,"['Drama', 'Horror']","['widow', 'asylum', 'confession', 'razor', 'villain', 'blood splatter', 'musical', 'beggar', 'based on play or musical', 'child in peril', 'cane', 'lust', 'cannibal', 'person on fire', 'incest', 'infatuation', 'shaving', 'social injustice', 'barbershop', 'oven', 'beadle', 'uxoricide', 'seaman', 'mother figure', 'folktale', 'corrupt judge', 'dramatic', 'suspenseful', 'horror musical', 'horrified']","['Johnny Depp', 'Helena Bonham Carter', 'Alan Rickman', 'Timothy Spall', 'Sacha Baron Cohen', 'Jamie Campbell Bower', 'Laura Michelle Kelly', 'Jayne Wisener', 'Ed Sanders', 'Gracie May Weldon']",Tim Burton
Alice in Wonderland,1951-07-28,"['Animation', 'Family', 'Fantasy', 'Adventure']","['dream', 'heart', 'queen', 'villain', 'cartoon cat', 'nothing', 'female villain', 'tea party', 'based on young adult novel', 'adaptation']","['Kathryn Beaumont', 'Ed Wynn', 'Richard Haydn', 'Sterling Holloway', 'Jerry Colonna', 'Verna Felton', ""J. Pat O'Malley"", 'Bill Thompson', 'Heather Angel', 'Joseph Kearns']",Wilfred Jackson
The Dictator,2012-05-15,['Comedy'],"['petrol', 'culture clash', 'dictator', ""coup d'etat"", 'satire', 'parody', 'uncle', 'conspiracy', 'female soldier', 'united nations', 'weapon of mass destruction', 'dissident', 'grocery store', 'identity swap', 'ironic', 'hilarious']","['Sacha Baron Cohen', 'Ben Kingsley', 'Anna Faris', 'Jason Mantzoukas', 'Sayed Badreya', 'Adeel Akhtar', 'Aasif Mandvi', 'Rizwan Manji', 'Rocky Citron', 'Liam Campora']",Adam McKay
Night at the Museum: Secret of the Tomb,2014-12-17,"['Adventure', 'Comedy', 'Fantasy', 'Family']","['night watchman', 'museum', 'natural history', 'smithsonian']","['Ben Stiller', 'Robin Williams', 'Owen Wilson', 'Steve Coogan', 'Ricky Gervais', 'Dan Stevens', 'Rebel Wilson', 'Skyler Gisondo', 'Rami Malek', 'Patrick Gallagher']",Shawn Levy
Pinocchio,1940-02-23,"['Animation', 'Family', 'Fantasy']","['rescue', 'sea', 'child abuse', 'based on novel or book', 'magic', 'whale', 'italy', 'lie', 'fairy', 'villain', 'carnival', 'wish', 'puppet', 'nose', 'conscience', 'wish fulfillment', 'toy comes to life', 'animal cruelty', 'child slavery', 'pinocchio', 'cartoon donkey']","['Dickie Jones', 'Cliff Edwards', 'Christian Rub', 'Evelyn Venable', 'Walter Catlett', 'Mel Blanc', 'Charles Judels', 'Frankie Darro', 'Don Brodie', 'Marion Darlington']",Hamilton Luske
Manchester by the Sea,2016-11-18,['Drama'],"['funeral', 'boston, massachusetts', 'brother', 'boat', 'sadness', 'massachusetts', 'loss', 'dysfunctional family', 'grief', 'hospital', 'house fire', 'death', 'nephew', 'ex-wife', 'nonlinear timeline', 'mental health', 'ex-husband ex-wife relationship', 'legal guardian', 'dysfunctional life']","['Casey Affleck', 'Lucas Hedges', 'Michelle Williams', 'Kyle Chandler', 'C.J. Wilson', 'Gretchen Mol', 'Matthew Broderick', 'Anna Baryshnikov', 'Heather Burns', ""Ivy O'Brien""]",Tim LaDue
Mortal Kombat,2021-04-07,"['Action', 'Fantasy', 'Adventure']","['saving the world', 'magic', 'ninja fighter', 'alternate dimension', 'shaolin monk', 'fighting', 'based on video game', 'martial arts tournament', 'gods', 'hand to hand combat']","['Lewis Tan', 'Jessica McNamee', 'Josh Lawson', 'Mehcad Brooks', 'Ludi Lin', 'Max Huang', 'Tadanobu Asano', 'Joe Taslim', 'Hiroyuki Sanada', 'Chin Han']",Chris Webb
Moonrise Kingdom,2012-05-16,"['Comedy', 'Drama', 'Romance']","['camping', 'hurricane', 'pen pals', 'coming of age', 'camp', 'orphan', 'new england', 'first love', 'eye patch', 'search party', 'devastation', 'handkerchief', 'child smoking', 'small town sheriff', 'the color red', 'boy scouts', 'sand dancing', 'meet cute', 'boy scouts leader', 'pipe smoking', 'duringcreditsstinger', '1960s']","['Jared Gilman', 'Kara Hayward', 'Bruce Willis', 'Edward Norton', 'Bill Murray', 'Frances McDormand', 'Tilda Swinton', 'Jason Schwartzman', 'Bob Balaban', 'Lucas Hedges']",Wes Anderson
Interview with the Vampire,1994-11-11,"['Horror', 'Drama', 'Fantasy']","['paris, france', 'based on novel or book', 'san francisco, california', 'vampire', 'bite', 'new orleans, louisiana', 'plantation', 'louisiana', 'pity', 'child vampire', 'gothic horror', 'psychotic', '18th century', 'plague', 'disturbed', '19th century', 'lgbt interest', 'reluctant vampire', 'irreverent', 'negative', 'sinister', 'disheartening', 'tragic']","['Tom Cruise', 'Brad Pitt', 'Antonio Banderas', 'Christian Slater', 'Stephen Rea', 'Kirsten Dunst', 'Domiziana Giordano', 'Thandiwe Newton', 'Laure Marsac', 'John McConnell']",Neil Jordan
Mr. Nobody,2009-11-06,"['Science Fiction', 'Drama', 'Romance']","['time travel', 'surrealism', 'time', 'choice', 'free will', 'multiple storylines', '2090s', 'irreversible process', 'entropy']","['Jared Leto', 'Sarah Polley', 'Diane Kruger', 'Linh-Dan Pham', 'Rhys Ifans', 'Natasha Little', 'Toby Regbo', 'Juno Temple', 'Allan Corduner', 'Daniel Mays']",Jaco Van Dormael
The Lone Ranger,2013-07-03,"['Action', 'Adventure', 'Western']","['escape', 'texas', 'texas ranger', 'horse', 'native american', 'partner', 'outlaw', 'lawyer', 'train', 'lone ranger', 'comanche', 'tonto']","['Johnny Depp', 'Armie Hammer', 'Tom Wilkinson', 'William Fichtner', 'Helena Bonham Carter', 'Barry Pepper', 'James Badge Dale', 'Ruth Wilson', 'Leon Rippy', 'Stephen Root']",Gore Verbinski
Casino,1995-11-22,"['Crime', 'Drama']","['drug abuse', 'casino', 'based on novel or book', 'poker', 'italian american', 'gambling', '1970s', 'fbi', 'pimp', 'greed', 'cocaine', 'overdose', 'car bomb', 'rise and fall', 'money', 'murder', 'organized crime', 'mafia', 'jewish american', 'las vegas', 'desert', 'aggressive', '1980s', 'dramatic', 'suspenseful', 'frightened', 'brutal violence', 'fbi surveillance']","['Robert De Niro', 'Sharon Stone', 'Joe Pesci', 'James Woods', 'Don Rickles', 'Alan King', 'Kevin Pollak', 'L.Q. Jones', 'Dick Smothers', 'Frank Vincent']",Martin Scorsese
Enemy,2014-03-14,"['Thriller', 'Mystery']","['infidelity', 'based on novel or book', 'nightmare', 'professor', 'pregnancy', 'paranoia', 'toronto, canada', 'delusion', 'symbolism', 'spider', 'surrealism', 'mental illness', 'dream sequence', 'doppelgänger', 'double identity', 'subconscious']","['Jake Gyllenhaal', 'Mélanie Laurent', 'Sarah Gadon', 'Isabella Rossellini', 'Joshua Peace', 'Tim Post', 'Kedar Brown', 'Darryl Dinn', 'Misha Highstead', 'Megan Mane']",Denis Villeneuve
Ender's Game,2013-10-24,"['Science Fiction', 'Action', 'Adventure']","['based on novel or book', 'fight', 'starship', 'intolerance', 'war strategy', 'chosen one', 'earth', 'child prodigy', 'futuristic', 'space', 'alien invasion', 'universe', 'military school', 'adventurer', 'morality tale', 'based on young adult novel', 'boy group', 'starships', 'complicated', 'disheartening', 'frustrated']","['Harrison Ford', 'Asa Butterfield', 'Hailee Steinfeld', 'Viola Davis', 'Ben Kingsley', 'Abigail Breslin', 'Aramis Knight', 'Moisés Arias', 'Nonso Anozie', 'Suraj Partha']",Gavin Hood
"I, Tonya",2017-12-08,"['Drama', 'Comedy']","['sports', 'competition', 'olympic games', 'portland, oregon', 'biography', 'based on true story', 'rivalry', 'figure skating', 'domestic violence', 'poverty', 'overbearing mother', 'ice skating', '1990s', 'winter sport', 'abusive mother', 'emotional abuse', 'mother daughter relationship']","['Margot Robbie', 'Sebastian Stan', 'Allison Janney', 'Julianne Nicholson', 'Paul Walter Hauser', 'Bobby Cannavale', 'Bojana Novaković', 'Caitlin Carver', 'Maizie Smith', 'Mckenna Grace']",Craig Gillespie
The Gentlemen,2020-01-01,"['Action', 'Crime', 'Comedy']","['london, england', 'robbery', 'businessman', 'dark comedy', 'betrayal', 'marijuana', 'business', 'jewish american', 'gunfight', 'brutality', 'american abroad', 'irishman', 'scheme', 'playful', 'gangsters', 'casual']","['Matthew McConaughey', 'Charlie Hunnam', 'Michelle Dockery', 'Jeremy Strong', 'Lyne Renee', 'Colin Farrell', 'Henry Golding', 'Tom Wu', 'Chidi Ajufo', 'Hugh Grant']",Guy Ritchie
Cars 3,2017-06-15,"['Family', 'Animation', 'Adventure', 'Comedy']","['sports', 'trainer', 'villain', 'sequel', 'anthropomorphism', 'travel', 'racing', 'high tech']","['Owen Wilson', 'Cristela Alonzo', 'Chris Cooper', 'Nathan Fillion', 'Armie Hammer', 'Larry the Cable Guy', 'Bonnie Hunt', 'Lea DeLaria', 'Kerry Washington', 'Tony Shalhoub']",Christian Roman
Live Free or Die Hard,2007-06-20,"['Action', 'Thriller']","['helicopter', 'washington dc, usa', 'hostage', 'detective', 'fbi', 'genius', 'sarcasm', 'parkour', 'traffic chaos', 'sequel', 'hacking', 'power outage', 'police detective', 'nypd', 'federal agent', 'fourth of july', 'media manipulation', 'nsa agent', 'cyber terrorism', 'police escort', 'homeland security', 'assassination team', 'electric power station', 'based on magazine, newspaper or article', 'father daughter relationship', 'algorithm', 'computer hacker']","['Bruce Willis', 'Justin Long', 'Timothy Olyphant', 'Cliff Curtis', 'Maggie Q', 'Jonathan Sadowski', 'Mary Elizabeth Winstead', 'Yorgo Constantine', 'Cyril Raffaelli', 'Andrew Friedman']",Mathew Dunne
Monty Python and the Holy Grail,1975-03-14,"['Adventure', 'Comedy', 'Fantasy']","['holy grail', 'swordplay', 'england', 'monk', 'wedding reception', 'scotland yard', 'midnight movie', 'animal attack', 'camelot', 'round table', 'chapter', 'satire', 'parody', 'breaking the fourth wall', 'knight', 'king arthur', 'knights of the round table', '10th century', 'anarchic comedy', 'hilarious']","['Graham Chapman', 'John Cleese', 'Eric Idle', 'Terry Jones', 'Michael Palin', 'Connie Booth', 'Carol Cleveland', 'Neil Innes', 'Bee Duffell', 'John Young']",Terry Gilliam
Ace Ventura: Pet Detective,1994-02-04,"['Comedy', 'Mystery']","['miami, florida', 'dolphin', 'detective', 'human animal relationship', 'stupidity', 'mascot', 'slapstick comedy', 'animals', 'private detective', 'pets']","['Jim Carrey', 'Courteney Cox', 'Sean Young', 'Tone Loc', 'Dan Marino', 'Noble Willingham', 'Troy Evans', 'Raynor Scheine', 'Udo Kier', 'Frank Adonis']",Tom Shadyac
Game Night,2018-02-15,"['Mystery', 'Comedy', 'Crime']","['jealousy', 'husband wife relationship', 'married couple', 'sarcasm', 'dark comedy', 'games', 'insult', 'revenge', 'neighbor', 'dog', 'group of friends', 'corvette stingray', 'creepy neighbor', 'aftercreditsstinger', 'embarrasment', 'brother brother relationship', 'board games']","['Jason Bateman', 'Rachel McAdams', 'Kyle Chandler', 'Sharon Horgan', 'Billy Magnussen', 'Lamorne Morris', 'Kylie Bunbury', 'Jesse Plemons', 'Michael C. Hall', 'Danny Huston']",Paul Schmitz
The Danish Girl,2015-11-27,['Drama'],"['paris, france', 'based on novel or book', 'denmark', 'copenhagen, denmark', 'artist', 'painter', 'historical fiction', 'art', 'transsexual', 'surgery', 'lgbt', 'mourning', '1920s', 'desperate', 'dramatic', 'cliché', 'derogatory']","['Eddie Redmayne', 'Alicia Vikander', 'Matthias Schoenaerts', 'Ben Whishaw', 'Sebastian Koch', 'Pip Torrens', 'Nicholas Woodeson', 'Amber Heard', 'Adrian Schiller', 'Henry Pettigrew']",Tom Hooper
Hulk,2003-06-19,"['Science Fiction', 'Adventure', 'Action']","['california', 'monster', 'general', 'mutation', 'san francisco, california', 'gun', 'superhero', 'dna', 'transformation', 'psychology', 'berkeley', 'based on comic', 'president', 'golden gate bridge', 'doctor', 'fear', 'scientist', 'dog', 'desert', 'anger', 'phone', 'military', 'super villain', 'cell', 'superhuman strength', 'repressed memory', 'repression', 'good versus evil']","['Eric Bana', 'Jennifer Connelly', 'Sam Elliott', 'Nick Nolte', 'Josh Lucas', 'Paul Kersey', 'Cara Buono', 'Todd Tesen', 'Kevin Rankin', 'Celia Weston']",Jayne-Ann Tenggren
Red Notice,2021-11-04,"['Action', 'Comedy', 'Crime']","['fbi', 'interpol', 'cleopatra', 'heist', 'art thief']","['Dwayne Johnson', 'Ryan Reynolds', 'Gal Gadot', 'Ritu Arya', 'Chris Diamantopoulos', 'Ivan Mbakop', 'Vincenzo Amato', 'Rafael Petardi', 'Seth Michaels', 'Sebastien Large']",Riley Flanagan
Inside Man,2006-03-17,"['Crime', 'Drama', 'Thriller']","['new york city', 'nazi', 'court case', 'kidnapping', 'hostage', 'bank', 'bank manager', 'ultimatum', 'heist', 'anti-semitism', 'police detective', 'bank robbery', 'hostage situation', 'financial transactions', 'bank vault', 'dark past', 'manhattan, new york city', 'secret past', 'crooked banker', 'secret', 'public figure']","['Denzel Washington', 'Clive Owen', 'Jodie Foster', 'Christopher Plummer', 'Willem Dafoe', 'Chiwetel Ejiofor', 'Carlos Andrés Gómez', 'Kim Director', 'James Ransone', 'Bernie Rachelle']",Spike Lee
Jumper,2008-02-13,"['Action', 'Adventure', 'Science Fiction']","['adolescence', 'based on novel or book', 'teleportation', 'chase', 'fight', 'loss of loved one', 'motherly love', 'super power', 'dramatic', 'suspenseful', 'incredulous', 'complicated']","['Hayden Christensen', 'Jamie Bell', 'Samuel L. Jackson', 'Rachel Bilson', 'Michael Rooker', 'Diane Lane', 'AnnaSophia Robb', 'Max Thieriot', 'Jesse James', 'Tom Hulce']",Doug Liman
Total Recall,1990-06-01,"['Action', 'Adventure', 'Science Fiction']","['double life', 'planet mars', 'based on novel or book', 'oxygen', 'resistance', 'telepathy', 'falsely accused', 'dystopia', 'villainess', 'mutant', 'hologram', 'space travel', 'space colony', 'utopia', 'fake identity', 'secret agent', 'futuristic', 'cyberpunk', 'fictional war', 'false memory', 'robot cop', 'implanted memory', 'action hero', 'virtual world', '2080s', 'metro cdmx']","['Arnold Schwarzenegger', 'Rachel Ticotin', 'Sharon Stone', 'Ronny Cox', 'Michael Ironside', 'Marshall Bell', 'Mel Johnson Jr.', 'Michael Champion', 'Roy Brocksmith', 'Ray Baker']",Paul Verhoeven
